stock_code
000040
000070
000080
000100
000120
000150
000210
000240
000250
000270
000320
000370
000430
000490
000500
000540
000640
000650
000660
000670
000720
000810
000850
000880
0008Z0
000910
000950
000990
0009K0
001040
001080
0010V0
001120
001130
001140
001200
001270
001290
001340
001360
001380
001390
001420
001430
001440
001450
001500
001510
001520
001530
001560
001570
0015G0
0015N0
001620
001720
001750
001820
002020
002030
002210
002230
002320
002350
002380
002390
002700
002795
002810
002880
002900
002920
002990
003010
003060
003070
003090
0030R0
003160
003220
003230
003240
003280
003350
003470
003490
003530
003540
003550
003570
003580
003620
003670
003690
003850
003920
003960
004020
004080
004100
004140
004170
004250
004270
004360
004370
004380
004490
004540
004690
004710
004770
004800
004840
004920
004960
004980
004990
005010
005070
005090
005110
005180
005290
005300
005360
005380
005420
005490
005610
005680
005690
005710
005830
005850
005870
005930
005935
005940
005960
006110
006120
006220
006260
006280
006340
006360
006400
006490
006650
006660
006730
006800
006840
006880
0068Y0
006910
007070
007110
007310
007340
007460
007530
007660
007680
007810
007820
007860
007980
008110
008470
008490
008500
008700
008770
008830
008870
008930
009070
009140
009150
0091W0
009240
009290
009320
0093G0
009410
009420
009440
009450
009470
009540
009680
0096B0
0096D0
009730
009810
009830
009900
010100
010120
010130
010140
010170
010240
010280
010470
010580
010620
010660
010690
010780
010820
010950
011070
011080
011170
011200
011210
011230
011300
011320
011370
011390
011420
011560
011690
011700
011780
011790
011930
012030
0120G0
012170
012200
012280
012330
012340
012450
012510
012630
012690
0126Z0
012800
012860
013030
013310
013360
013520
013810
013870
013890
014680
014790
014820
014910
014940
014950
014970
014990
015230
015260
015590
015750
015760
016360
016580
016610
016670
016740
016800
016880
016920
017040
017250
017370
017390
017510
017670
017800
017810
017860
017900
017940
017960
018000
018250
018260
018290
018500
018670
018880
019210
019540
019550
019680
019770
019990
020000
020120
020150
020400
020560
021080
021240
021650
021820
022100
023000
023160
023530
023590
023770
023800
023810
023960
024110
024120
024720
024740
024800
024850
024880
024910
024940
025320
025440
025540
025560
025900
025950
025980
026040
026890
027360
027410
027580
027830
028050
028260
02826K
028300
028670
029460
029480
029530
029780
030000
030200
030210
030520
030530
030610
