stock_code,gcn_emb_0,gcn_emb_1,gcn_emb_2,gcn_emb_3,gcn_emb_4,gcn_emb_5,gcn_emb_6,gcn_emb_7,gcn_emb_8,gcn_emb_9,gcn_emb_10,gcn_emb_11,gcn_emb_12,gcn_emb_13,gcn_emb_14,gcn_emb_15
003070,-0.21975678,-0.41110736,0.32083634,0.34947905,-0.015722595,0.112277776,-0.20359133,-0.5549594,0.08978201,-0.034373354,0.12227253,0.17099655,0.09761556,-0.31184804,0.1873994,0.00373454
003090,0.23994699,0.12755379,-0.14880106,-0.09745336,0.3996657,0.4438958,-0.19621445,0.48647568,0.05601185,-0.16930252,-0.08926755,-0.123334266,0.2567668,0.29937753,-0.22457705,0.04012627
0030R0,0.20833682,0.1454742,-0.17670861,-0.18709621,0.14562957,-0.052558694,-0.5284552,-0.043261528,-0.33752292,0.13552827,-0.4882447,-0.04236238,-0.06726961,-0.25586456,0.03326278,-0.34717426
003160,0.27114755,0.13908577,-0.15383483,-0.23233488,0.35883608,0.34431553,-0.21210207,0.4410458,0.010871218,-0.17346495,-0.100611456,-0.2709222,0.2603202,0.19067174,-0.35314363,0.010091107
003220,-0.40047827,-0.21254505,0.17579867,0.47487417,-0.1869711,-0.07751379,-0.039507035,-0.09259007,0.052213833,0.1650933,0.12937123,0.5255616,0.014636528,-0.011495807,0.40161392,-0.048545375
003230,-0.26498216,-0.39915863,0.35161868,0.37315065,-0.13111748,0.100058064,0.16027708,-0.22908555,0.24341992,-0.11764957,0.45913497,0.1489445,0.18361427,-0.13236135,0.09403846,0.18985887
003240,-0.37061226,-0.35407153,0.33753985,0.455613,-0.13689396,0.08452448,0.074985236,-0.1505792,0.18300213,-0.022966182,0.39356738,0.2779542,0.1526883,-0.14261808,0.18731786,0.1291113
003280,-0.0019431872,-0.37078336,0.34238285,0.2119374,-0.24130265,-0.08270516,0.19533183,-0.56492996,0.05337871,-0.09006138,0.46277842,0.04236719,0.013365642,-0.1830003,0.1201353,0.054640323
003350,0.24765766,0.10420746,-0.12159328,-0.12444829,0.3862033,0.42032933,-0.21945393,0.4787479,0.06904096,-0.19340417,-0.047891684,-0.17340456,0.2969176,0.23231143,-0.27471513,0.047044683
003470,-0.21192244,-0.3536356,0.4185397,0.1747234,-0.17888097,-0.017547848,0.26482236,-0.3566003,0.26662317,-0.06967758,0.40288663,-0.14623505,0.05240011,-0.28543538,-0.066695854,0.2154375
