stock_code,gcn_emb_0,gcn_emb_1,gcn_emb_2,gcn_emb_3,gcn_emb_4,gcn_emb_5,gcn_emb_6,gcn_emb_7,gcn_emb_8,gcn_emb_9,gcn_emb_10,gcn_emb_11,gcn_emb_12,gcn_emb_13,gcn_emb_14,gcn_emb_15
013030,0.43505692,0.15410593,-0.14858362,-0.37117332,0.302656,0.18035105,-0.24103388,0.31843096,-0.10907822,-0.13921429,-0.163713,-0.34892434,0.18044493,-0.0022848793,-0.33782947,-0.13032278
013310,0.381501,0.15293963,-0.124378905,-0.37395686,0.25275955,0.16175136,-0.051299024,0.35702363,0.01789054,-0.17760627,0.024982557,-0.44104117,0.14985129,0.10050483,-0.44275978,-0.0024288625
013360,0.2602251,-0.04168781,0.13085148,-0.2159906,-0.026110264,-0.05796356,0.26476973,-0.34721574,0.17641126,-0.18047518,0.40047994,-0.47625867,0.09072753,-0.12181571,-0.36302617,0.25750783
013520,0.09749787,0.20330088,-0.21224627,-0.100052066,0.1167665,-0.058042407,-0.46032098,-0.016170382,-0.3515794,0.24600577,-0.5484744,0.12296784,-0.13762023,-0.10054851,0.16984956,-0.32706788
013810,0.14624478,0.10558199,-0.19133,-0.1214703,0.1343367,-0.04163908,-0.56602585,-0.0986044,-0.3292136,0.1624159,-0.50799656,0.046622925,-0.08397345,-0.23697694,0.103054725,-0.31207323
013870,0.21911407,0.34344307,-0.22933869,-0.3041479,-0.24410482,-0.37794545,0.2901208,0.09350887,-0.28317925,0.17522107,-0.21405299,-0.1544776,-0.41324413,0.079255976,-0.03383355,-0.18659589
013890,0.005748982,-0.28033507,0.30064774,0.097539306,-0.2083285,-0.04160769,0.38475186,-0.29170722,0.22366744,-0.20170595,0.56798786,-0.15033472,0.07937834,-0.12275666,-0.12585326,0.2647356
014680,-0.1366898,-0.44452825,0.3428143,0.25744307,-0.031376816,0.16559094,0.10919362,-0.1706203,0.2811104,-0.2206212,0.51496994,-0.006806905,0.28824186,-0.13031198,-0.07377701,0.17896292
014790,0.47257918,0.025721319,0.041195128,-0.27325892,-0.15731871,-0.15982398,0.42606002,-0.15567797,-0.022537855,-0.19756728,0.33862254,-0.4275082,-0.10778585,0.085332274,-0.28615567,0.076357186
014820,0.051317625,0.21993697,-0.29598564,-0.08167114,0.052659087,-0.11568424,-0.3642082,-0.0027413953,-0.3087454,0.2326063,-0.5530563,0.20548783,-0.22471099,0.035709005,0.23209475,-0.32053316
014910,0.39843047,0.23167962,-0.10343798,-0.4312341,-0.086657785,-0.2014004,0.3175491,0.042768776,-0.064013086,-0.07049991,0.108181134,-0.50472647,-0.15106615,-0.022129938,-0.37518442,0.02415188
014940,0.27941617,0.10548801,-0.11213796,-0.23001337,0.36882547,0.36202455,-0.22879864,0.40625566,0.033600066,-0.19150032,-0.054868527,-0.2721574,0.30857006,0.14916386,-0.35809547,0.015875079
014950,-0.030280745,-0.30026895,0.3171447,0.16527227,-0.18672822,0.012534302,0.32994217,-0.32769457,0.23269624,-0.20071545,0.55474985,-0.104573384,0.10762314,-0.11933507,-0.076802604,0.29140413
014970,0.27655143,0.14684062,-0.1534684,-0.24936086,0.34683853,0.3253204,-0.21068671,0.45199004,0.0048299935,-0.1728352,-0.10884075,-0.2716122,0.25457066,0.19169883,-0.35261512,-0.0016515955
014990,-0.33010224,-0.43179828,0.33511022,0.42555365,-0.07626011,0.12636457,-0.0063451636,-0.13333482,0.23379363,-0.08440806,0.37818822,0.22243212,0.23362963,-0.18698592,0.1203838,0.115154386
015230,0.41486806,0.359841,-0.31219953,-0.32735673,0.110555634,-0.05076097,-0.24847813,0.21427879,-0.37985095,0.0753075,-0.3566307,-0.11170808,-0.092967525,0.034245998,-0.08384675,-0.2546444
015260,0.4166833,0.18424578,-0.132668,-0.42546564,0.112645574,0.01542743,0.13087092,0.34630582,-0.025759036,-0.17308024,0.054805014,-0.46669817,0.014844959,0.121953435,-0.42044252,-0.022995392
015590,-0.09394309,-0.24098365,0.016760413,0.09966376,0.28561023,0.21918622,-0.64549845,-0.35311928,0.051661786,0.0013335795,-0.3315473,0.10718479,0.16940087,-0.24855293,0.09023101,-0.17091174
015750,0.37313476,0.17425501,-0.14362407,-0.3812177,0.2652854,0.16084412,-0.06492111,0.37642762,0.004876416,-0.1516804,-0.015246956,-0.42499363,0.13932075,0.11702395,-0.43021643,-0.014745197
015760,0.031523522,-0.11970022,0.20025967,-0.024142694,-0.21116294,-0.13943264,0.5808467,-0.324415,0.21992342,-0.07808505,0.40945396,-0.296692,-0.14369935,0.02765054,-0.12554093,0.30002528
016360,0.0051660454,0.08761108,0.0904875,-0.06830254,-0.26333043,-0.20269452,0.6895227,-0.07239767,0.16037807,0.046502694,0.33463705,-0.22630297,-0.23931716,0.1847001,-0.08492548,0.3140951
016580,0.12902847,0.2406558,-0.27831024,-0.16110973,0.020570653,-0.1867693,-0.32781827,0.019387325,-0.3598948,0.22290385,-0.53421116,0.104496606,-0.24443462,-0.03643258,0.16460304,-0.3394047
016610,-0.110215575,-0.20772783,0.24927945,0.15360722,-0.19481863,-0.038479444,0.5303124,-0.26412988,0.28319243,-0.110623896,0.4868104,-0.07901871,-0.037672985,0.09440665,-0.0023012494,0.35004917
016670,0.19794199,0.20762315,-0.25544515,-0.21361648,0.07026621,-0.14572321,-0.38126415,-0.09041509,-0.3764256,0.19314517,-0.5233496,0.004827458,-0.21851228,-0.15282321,0.0893033,-0.30841616
016740,0.09156897,0.25020432,-0.25728697,-0.09102994,0.089379676,-0.093398914,-0.38478225,0.032649085,-0.33982462,0.25176322,-0.5673234,0.14224288,-0.19223633,-0.016842373,0.18743002,-0.30882296
016800,0.20848627,0.29999745,-0.28309372,-0.19012158,-0.0018764815,-0.19249643,-0.26878706,0.037930768,-0.40503627,0.22588663,-0.49440685,0.0818307,-0.25414237,-0.023820732,0.14515504,-0.29506567
016880,-0.21117932,-0.3031359,0.30545974,0.27061403,-0.2951272,-0.027168788,0.36229503,-0.11364963,0.23497887,-0.15033314,0.56166065,0.09352723,0.049994662,-0.0798309,0.07442896,0.22028324
016920,-0.05338764,-0.07780712,0.11589077,0.1638824,-0.31568357,-0.30569547,-0.15154524,-0.42249787,-0.2902473,0.18859418,-0.045446083,0.17576432,-0.1952031,-0.50333947,0.23982137,-0.2334364
017040,0.38046134,0.18136662,0.0031040544,-0.2271196,-0.3243661,-0.27876553,0.48001486,-0.1381757,-0.14818938,-0.041161146,0.34705165,-0.31320655,-0.21613903,-0.06734314,-0.21003713,0.027706353
017250,-0.20080476,0.128759,-0.070572704,0.28171846,-0.04859243,-0.043814607,-0.32689482,-0.046912618,-0.25686568,0.333699,-0.28379107,0.51714605,-0.07133956,-0.009210566,0.43600532,-0.15755557
017370,0.35914806,0.1694534,-0.1446991,-0.37494633,0.28220806,0.17690274,-0.09642919,0.38227686,0.0019669705,-0.14675689,-0.039149117,-0.4123593,0.15806305,0.11436003,-0.427486,-0.022018563
017390,-0.110830404,0.1998735,-0.14320196,0.120626345,-0.20946015,-0.2821252,-0.13228147,-0.046801772,-0.34428287,0.34606746,-0.29904595,0.3840891,-0.28500667,-0.03619582,0.37848952,-0.26175016
017510,-0.28908622,-0.36054072,0.282899,0.35363233,-0.095931344,0.15703142,0.24278893,-0.09727043,0.27339163,-0.12401909,0.45929223,0.23161314,0.16101302,0.11072629,0.16765054,0.24098182
017670,-0.082729906,-0.21868038,0.22867234,0.1775579,-0.15678513,0.02403295,0.5203274,-0.23204531,0.28851515,-0.14807507,0.48240432,-0.048131526,-0.022870757,0.1789082,0.027786214,0.37184817
017800,-0.118081495,-0.32828736,0.33600792,0.18099163,-0.09896574,0.049997367,0.2732611,-0.32729557,0.3072189,-0.15185894,0.5180289,-0.13448147,0.15347975,-0.14430684,-0.10824413,0.28027794
017810,0.35556534,0.13021013,-0.10486103,-0.34264007,0.3061441,0.20439965,-0.10491525,0.2887232,0.09021579,-0.16962148,0.014396614,-0.43362862,0.23466773,0.12598982,-0.44336623,0.07537552
017860,-0.09149044,0.19740343,-0.20036732,0.16922122,-0.02057795,-0.094142005,-0.28047344,-0.044173244,-0.27388218,0.297028,-0.42162758,0.4224688,-0.22583377,0.11934678,0.40789515,-0.20704071
017900,-0.10793935,0.14782524,-0.14635852,0.18707548,0.07800604,0.05037761,-0.47228894,0.026030252,-0.27513945,0.24905342,-0.4393961,0.40274414,-0.062527195,-0.0045042755,0.35959852,-0.22689068
017940,0.004888336,-0.29986325,0.3267374,0.11365921,-0.14301984,0.017974071,0.3042503,-0.28410006,0.27172938,-0.23060976,0.5620132,-0.18220639,0.13571672,-0.13857377,-0.12654014,0.25809637
017960,0.18630141,-0.14727785,0.14442925,-0.051661164,-0.13698818,-0.020966088,0.4592382,-0.2347371,0.20401223,-0.25572717,0.526128,-0.31749085,0.006507184,0.024940373,-0.25760898,0.28846234
018000,0.33412004,0.056518752,0.009751039,-0.41205212,-0.03579415,-0.17627579,0.19575034,-0.10681885,0.05170432,-0.12105328,0.21369012,-0.58187014,-0.0138439275,-0.1417855,-0.4552836,0.06374279
018250,0.326735,0.36993536,-0.31696582,-0.3074439,0.1140099,0.020275908,0.11088213,0.45803493,-0.15739442,0.05200003,-0.25364482,-0.1490133,-0.1525971,0.37614688,-0.1588428,-0.14792474
018260,-0.015345236,-0.31782702,0.2689427,0.14929137,-0.106405124,0.055352703,0.3799451,-0.32460696,0.2879002,-0.23404706,0.5337541,-0.1169335,0.09632172,0.02540598,-0.07189215,0.29781747
018290,0.032589413,-0.2529518,0.28155237,0.08343656,-0.16380556,-0.018576896,0.38767073,-0.33255482,0.25001603,-0.21708703,0.5328213,-0.20390482,0.07833245,-0.07587575,-0.13261081,0.30995488
018500,0.35432175,0.17489786,-0.15090178,-0.3758083,0.28601307,0.17777562,-0.10389931,0.39005035,-0.0043053646,-0.13883309,-0.05498553,-0.40429187,0.15676472,0.11911667,-0.4221411,-0.02803621
018670,0.16786024,0.17287433,0.115411416,0.27557665,-0.29906008,-0.01874006,0.4170055,-0.25921527,-0.020525487,-0.02016642,0.5529074,0.15217368,-0.02197558,0.10728869,0.21944746,0.3632609
018880,-0.17005882,0.15493107,-0.12928899,0.19501542,-0.11746205,-0.13348621,-0.07514496,-0.15459913,-0.25519544,0.31260538,-0.31121188,0.43073976,-0.34034687,0.16510743,0.4867997,-0.07654687
019210,0.14669497,0.27385652,-0.28364736,-0.16154256,0.0302116,-0.16393283,-0.32717434,0.044926837,-0.3672534,0.23285261,-0.53377,0.08003109,-0.24398044,-0.054050054,0.14238802,-0.3113681
019540,0.35195276,0.18007174,-0.15612637,-0.37764335,0.28756452,0.17629746,-0.1067073,0.39557493,-0.009336306,-0.13251208,-0.06574379,-0.3986298,0.15323995,0.12346157,-0.41762736,-0.03257135
019550,-0.06972206,-0.3456683,0.17087461,0.24776362,-0.039080188,0.0016989979,-0.34830514,-0.6617648,-0.07269631,-0.02863737,0.0032195908,0.12904315,0.008113257,-0.4018973,0.17662029,-0.09348169
019680,-0.21918522,0.042055603,0.12193765,0.3040866,-0.4267094,-0.34072855,0.316718,-0.21377595,-0.12772298,0.2386896,0.20805773,0.32985854,-0.23288225,-0.14099868,0.31384906,0.025841035
019770,0.04940882,0.30626073,-0.29925975,-0.05398733,0.050617304,-0.08424167,-0.25555852,0.23386301,-0.30948552,0.2718345,-0.48714045,0.2585769,-0.18970723,0.18701528,0.23459788,-0.2859867
019990,0.13937476,0.26692984,-0.27962616,-0.16023296,0.032617338,-0.16277105,-0.33604294,0.02940066,-0.3643623,0.23442441,-0.53761977,0.07933126,-0.24408332,-0.06467021,0.14325511,-0.31110474
020000,-0.22884281,-0.46775246,0.33970326,0.374949,0.01914932,0.20628041,-0.10121065,-0.3310203,0.22892381,-0.15675329,0.29845658,0.15492894,0.25167912,-0.19164452,0.09606159,0.10374186
020120,0.26436898,0.11844978,-0.14384346,-0.23427133,0.36879686,0.34507978,-0.22793852,0.44584346,0.017544117,-0.16405475,-0.1048149,-0.25474966,0.27434236,0.1867331,-0.34840527,-0.0075202375
020150,-0.11591741,-0.27736232,0.32499683,0.18384533,-0.21941033,-0.017451126,0.43497252,-0.24560225,0.26669496,-0.14230384,0.53553164,-0.07048656,0.037781682,-0.04959754,-0.017484136,0.29139683
020400,0.13248661,0.24933098,-0.25135785,-0.14712565,0.112231694,-0.07200734,-0.4024317,-0.0046550827,-0.36321062,0.23686431,-0.5657646,0.073425286,-0.1812384,-0.06584999,0.12424821,-0.2992858
020560,-0.32018757,-0.3237724,0.31310663,0.36852342,-0.1319373,0.076527596,0.26944965,-0.25651565,0.26635805,-0.023806496,0.41300303,0.21530432,0.08735814,0.063290775,0.1836326,0.25167412
021080,-0.13069575,-0.3892269,0.3512761,0.2477739,-0.120377235,0.09222939,0.2380265,-0.26658383,0.2691567,-0.1934599,0.53262293,-0.020276789,0.18968506,-0.1187996,-0.03385904,0.22517364
021240,0.28984103,-0.15139632,0.14452977,-0.1740792,-0.02694563,0.0061136964,0.25723612,-0.16816506,0.20418476,-0.30652198,0.46867567,-0.437081,0.13983248,-0.07378954,-0.36426386,0.20648389
021650,-0.03298895,0.14055845,-0.1932567,0.050942067,0.17943503,0.076517284,-0.538937,0.02740731,-0.29169777,0.23252545,-0.5016719,0.29354587,-0.04490169,-0.014347928,0.24692559,-0.2641248
021820,0.35132414,0.18371303,-0.1588159,-0.37920523,0.2879925,0.17430675,-0.10817471,0.39829618,-0.012421708,-0.12835038,-0.07215601,-0.39574546,0.15075846,0.1248898,-0.4148672,-0.03533052
022100,0.3863785,0.10815429,-0.046697192,-0.4635522,0.11688765,-0.059520345,0.022126647,0.06592026,0.014784457,-0.114981785,0.08229981,-0.5643335,0.09398991,-0.097907685,-0.4927509,0.002054985
023000,0.060229238,0.31672078,-0.304986,-0.066790156,0.051916227,-0.083269656,-0.24175043,0.24986735,-0.31001914,0.2678967,-0.48552036,0.24468225,-0.1921812,0.19581844,0.22198562,-0.2829152
023160,0.40780222,0.2972564,-0.25356644,-0.4037057,0.21007028,0.07169743,0.010910622,0.396738,-0.10821156,-0.034430902,-0.19830817,-0.3247734,-0.012284307,0.22974655,-0.299293,-0.10517497
023530,-0.13323894,-0.3199792,0.32606906,0.24755953,-0.16919957,0.03165252,0.3640635,-0.3367506,0.2602448,-0.1303139,0.51382065,-0.0011371567,0.09279408,-0.04925352,0.027762359,0.27595443
023590,-0.0143909715,-0.25633264,-0.016304212,-0.007836932,0.34106347,0.2650976,-0.5950307,-0.37841916,0.09729392,-0.067685425,-0.33933294,-0.030967431,0.1731587,-0.25324565,-0.029126003,-0.15740609
023770,0.060456086,0.3261188,-0.32949987,-0.06155483,0.064320885,-0.039240845,-0.08961716,0.29248998,-0.27958295,0.2432824,-0.4341211,0.24473892,-0.24078235,0.36763647,0.19733323,-0.246149
023800,0.3597764,0.031503763,-0.03454348,-0.30374932,0.25477257,0.2305772,-0.045237523,0.23061372,0.093836434,-0.26600817,0.1598179,-0.44880518,0.25468153,0.071710005,-0.4689512,0.07971074
023810,-0.038657647,0.19934624,-0.21177804,0.10826217,0.06121938,-0.033203468,-0.38113153,0.06690457,-0.28516743,0.26389012,-0.4988331,0.33996007,-0.1548865,0.06821293,0.34778717,-0.2874783
023960,0.2471011,-0.13551635,0.16899274,-0.19629322,-0.0045108087,-0.04389852,0.25316036,-0.3036253,0.22725786,-0.21509603,0.42287526,-0.46127844,0.10905238,-0.09453209,-0.3556067,0.24178955
024110,-0.23276922,-0.38443223,0.21282905,0.26705268,0.19954577,0.2524038,-0.4857959,-0.36158532,0.12734842,-0.03898794,-0.1098574,0.17130339,0.23626737,-0.28118116,0.109329075,-0.07183341
024120,-0.028006224,0.2611798,-0.22407998,0.05235717,-0.17860451,-0.24846283,-0.13796563,-0.018156536,-0.3827487,0.3170309,-0.34742686,0.35119948,-0.31201905,0.02430298,0.3485653,-0.23356842
024720,-0.2559099,-0.34274647,0.2608626,0.31975493,0.029304208,0.118672006,-0.43362048,-0.33952048,-0.016579645,0.045563903,-0.090698585,0.21928117,0.14503191,-0.4376455,0.16578844,-0.17258243
024740,0.20768815,0.35351697,-0.24121858,-0.2906498,-0.23200588,-0.36853108,0.2667275,0.10566617,-0.293194,0.19189665,-0.2440383,-0.12459946,-0.41450173,0.09568878,-0.010785676,-0.19576965
024800,-0.030996084,-0.23971425,-0.0008033153,0.049053136,0.2964419,0.21597002,-0.6425914,-0.36381823,0.05121882,-0.0492142,-0.33551458,0.012063423,0.15973388,-0.2985587,0.02167519,-0.16272108
024850,0.2202083,0.0010645062,0.19335076,-0.10032608,-0.35006934,-0.32559904,0.25073797,-0.22914006,-0.043315686,-0.12001675,0.3968935,-0.323668,-0.025938474,-0.47618112,-0.20102847,0.11713215
024880,0.13432825,0.2651117,-0.2619942,-0.15108515,-0.023662595,-0.22107415,-0.27243397,-0.03163373,-0.3673621,0.26343587,-0.5174006,0.07632463,-0.30716893,-0.07316213,0.17998278,-0.29251993
024910,0.1976054,0.36051747,-0.24993518,-0.27839342,-0.22246026,-0.3601358,0.24676572,0.1143968,-0.3007979,0.20388962,-0.2669724,-0.10000609,-0.41462865,0.10754099,0.008470942,-0.20239325
024940,-0.19286503,0.14183679,-0.08090421,0.26590037,-0.05134793,-0.055593435,-0.32544836,-0.04222517,-0.26735088,0.33976245,-0.29800892,0.50610876,-0.083992556,-0.01445992,0.43070713,-0.16543004
025320,0.021108307,-0.27189675,0.2735058,0.12176289,-0.19403076,-0.030716581,0.40510333,-0.3755784,0.21448144,-0.20127413,0.55289835,-0.1258145,0.042592477,-0.04733498,-0.077805735,0.27219078
025440,-0.04817225,-0.25523302,0.09676054,0.14917721,0.11637067,0.07616556,-0.56043434,-0.560328,-0.05341093,0.009452997,-0.21920678,0.09625432,0.06613774,-0.37506172,0.13722643,-0.17142463
025540,-0.011601587,0.21445677,-0.22415388,0.066173226,0.064242676,-0.04970909,-0.38073793,0.064125344,-0.29987988,0.26322278,-0.5216715,0.29930797,-0.17059363,0.050582632,0.32066366,-0.29690385
025560,0.35312802,0.09662297,-0.042673096,-0.32812342,0.220222,0.16351716,0.06298477,0.17093053,0.12231693,-0.20608568,0.15321386,-0.5077137,0.19617732,0.09745986,-0.48378134,0.16537817
025900,-0.1604351,-0.34325615,0.33647418,0.23631927,-0.036751553,0.065863915,-0.379623,-0.31340528,0.010803529,-0.013189046,0.016830502,0.02089905,0.18734768,-0.61336684,0.04628957,-0.15772608
025950,0.061597917,-0.26715562,0.288457,0.055349194,-0.16877198,-0.03368566,0.28589046,-0.3121946,0.23364776,-0.22132675,0.57006013,-0.22360347,0.14190233,-0.18654896,-0.18265526,0.25080162
025980,-0.35105842,-0.43104315,0.3370932,0.43181923,-0.0733227,0.13166574,-0.028394738,-0.12198181,0.22714707,-0.07203924,0.34976867,0.23277067,0.23246664,-0.19736508,0.12727426,0.09981964
026040,-0.3613205,-0.42381212,0.34084466,0.43908158,-0.08780413,0.11984099,-0.024629544,-0.124388695,0.21883416,-0.055421706,0.33863378,0.24192096,0.21901305,-0.2074533,0.13937217,0.09014337
026890,0.4537332,0.27850446,-0.17580086,-0.46889168,0.011725353,-0.17874959,-0.02964549,0.109230176,-0.23439586,0.0009898762,-0.14286609,-0.43453878,-0.117601305,-0.13768084,-0.30912068,-0.16845872
027360,-0.24018967,-0.40709484,0.34885815,0.35371286,-0.13640024,0.08434655,0.13389647,-0.2318754,0.2287511,-0.13660729,0.48684782,0.13917696,0.20594628,-0.15372051,0.06938786,0.1847049
027410,0.23835674,0.15860431,0.08573563,-0.0066741058,-0.47504273,-0.35785374,0.3608697,-0.19861417,-0.3342583,0.10655206,0.2710971,-0.07001958,-0.2664859,-0.3168586,0.032191567,-0.11535813
027580,-0.17215477,-0.31907386,0.3548162,0.22871916,-0.21894492,-0.013213286,0.36249113,-0.31581932,0.2601294,-0.11497974,0.4898058,-0.035080843,0.034871925,-0.12029958,0.004594205,0.27084544
027830,0.38390547,0.23126504,-0.040469576,-0.32590616,-0.3133417,-0.35585088,0.32901964,-0.051545236,-0.2398536,0.001599399,0.17657904,-0.338963,-0.23035663,-0.21734244,-0.22280192,-0.044786304
028050,0.06225006,-0.2145405,0.24265379,0.041370448,-0.21302578,-0.07061634,0.47188172,-0.32089552,0.22643909,-0.19813493,0.52327985,-0.2241873,-0.0018143692,-0.043076523,-0.1326883,0.28180358
028260,-0.030148009,-0.17302887,0.23135635,0.077756934,-0.22165418,-0.07929925,0.5654709,-0.29107553,0.25137168,-0.12018394,0.4815932,-0.15232898,-0.06400751,0.067990035,-0.051089186,0.32493275
02826K,0.09211693,-0.23629585,0.2111587,0.087621145,-0.1755543,0.0205161,0.51323014,-0.27874357,0.21684715,-0.2350571,0.55272514,-0.14655116,-0.00483809,0.0971982,-0.092077665,0.25271305
028300,0.13325529,-0.061632495,0.23769027,-0.10197408,-0.31919572,-0.234565,0.4040068,-0.10499831,0.09273149,-0.13398224,0.4442982,-0.39674622,-0.05912622,-0.3307847,-0.2536264,0.14763694
028670,0.048618115,-0.17324407,0.2645457,0.017175194,-0.26765946,-0.11661252,0.5066833,-0.27966163,0.17091388,-0.15875635,0.48724025,-0.267988,-0.05394253,-0.13712616,-0.15980649,0.25744414
029460,0.25911018,0.30873463,-0.31854072,-0.29740396,0.2654565,0.11534545,-0.29104444,0.39954042,-0.17388068,0.03318894,-0.4148187,-0.14140177,-0.0042809146,0.20257956,-0.15553573,-0.17567925
029480,-0.31461743,-0.02460177,0.095093824,0.357401,-0.31060013,-0.24669023,0.07362142,-0.1790292,-0.123234496,0.32528758,0.036796488,0.48282173,-0.15516427,-0.06310422,0.41125616,-0.1271728
029530,-0.08215652,0.25641656,-0.25159606,0.12258269,-0.020348407,-0.09212622,-0.15266414,0.09595733,-0.24134324,0.2942674,-0.40891182,0.42126402,-0.23526286,0.28077915,0.38458622,-0.19014207
029780,-0.16505297,-0.34011418,0.35813883,0.27669686,-0.23349385,-0.034297105,0.3318314,-0.35284862,0.216973,-0.10516669,0.47966668,0.018418036,0.0574279,-0.14575471,0.03583395,0.2180875
030000,0.026864927,-0.42948332,0.22916307,0.16755413,0.015069383,0.062437534,0.22061704,-0.65469855,0.21944393,-0.16550675,0.325049,-0.04698405,-0.0019649004,0.091540486,0.12106751,0.21529356
030200,-0.12750237,-0.26773733,0.29785645,0.1640055,-0.15874483,-0.014719426,0.45685637,-0.2816207,0.31770748,-0.1153477,0.4989664,-0.10462893,0.041754816,0.014001646,-0.038736664,0.3246555
030210,-0.15084103,-0.07654313,0.17898588,0.09650682,-0.30042884,-0.19987835,0.6438855,-0.20233066,0.203528,0.05262784,0.39100686,-0.059762396,-0.20192981,0.13720024,0.038543615,0.28734502
030520,-0.16135763,-0.31746796,0.3308952,0.24183862,-0.18565133,0.04074661,0.37507427,-0.25012267,0.27480736,-0.14401601,0.5276762,0.0019156727,0.07816744,-0.034634948,0.012480915,0.28924125
030530,0.3878479,0.12196869,-0.055233024,-0.39557472,0.13762248,0.077366315,0.048825454,0.1976972,0.0489919,-0.1962491,0.12747945,-0.53583324,0.13464223,-0.005953895,-0.49212915,0.0643176
030610,-0.10673172,-0.22698952,0.25142914,0.14827915,-0.16727889,-0.02053188,0.51897424,-0.28815433,0.29719853,-0.10637713,0.47828278,-0.1012627,-0.015849475,0.09446718,-0.023821147,0.3503078
031210,0.086766854,-0.19988021,0.2400524,0.0032138852,-0.106819235,-0.0044749486,0.42100668,-0.3604297,0.25984207,-0.20334907,0.49311903,-0.28787482,0.04969512,-0.013460796,-0.18741964,0.32189038
031310,-0.016901042,-0.05962047,0.17805168,0.11288874,-0.48460415,-0.32947513,0.49480575,-0.33141634,-0.081442505,0.02684809,0.38606352,0.046968736,-0.25590065,-0.117429696,0.12289034,0.025829293
031330,0.2886329,0.11713487,-0.11295419,-0.23427777,0.35188773,0.3588427,-0.1318422,0.33200145,0.072283715,-0.18880479,-0.00527399,-0.3571257,0.26287794,0.18172625,-0.41605753,0.107020766
031430,-0.1439179,-0.36883983,0.27082497,0.34238997,-0.14175612,0.032045554,0.2334862,-0.45801023,0.19916467,-0.11799568,0.46138722,0.1547083,0.086231336,-0.010655509,0.16337118,0.20643377
031440,-0.13878366,-0.1103491,0.16849557,0.27108237,-0.44037378,-0.22755893,0.41489354,-0.21578535,-0.06498285,0.06330888,0.40812624,0.3016711,-0.18300322,0.0034995058,0.31086457,0.079569034
031510,-0.00045479843,0.29228014,-0.2661683,0.003189132,-0.11523016,-0.22364672,-0.16493393,0.034127127,-0.3668299,0.3107866,-0.41573533,0.30548105,-0.30812988,0.06381537,0.31397653,-0.23905638
031820,0.30298352,-0.028580291,0.11831973,-0.2866444,-0.15018189,-0.16575137,0.36335844,-0.16853938,0.08188718,-0.16768247,0.3801487,-0.4880985,-0.024230389,-0.16646138,-0.37304288,0.12539096
031980,0.410578,0.066800945,0.0007296208,-0.35444477,0.034581743,0.005638627,0.22053508,0.118289165,0.06401194,-0.25039586,0.26653585,-0.5269462,0.06544294,0.031036904,-0.45241868,0.10971763
032190,-0.017862448,-0.24014777,-0.033042774,-0.009264556,0.33752578,0.25271863,-0.60833025,-0.36733818,0.084718116,-0.056239717,-0.3657636,-0.018961882,0.15707804,-0.24547698,-0.014399433,-0.1685718
032280,-0.29068056,-0.41534245,0.33469278,0.41278595,-0.13203803,0.07481858,0.04681722,-0.2744168,0.16863605,-0.06693739,0.40308914,0.24093774,0.18613116,-0.17184752,0.16541134,0.12275113
032350,-0.18939482,-0.3842583,0.33223084,0.28721577,-0.11479039,0.09356494,0.2793028,-0.2557032,0.2924915,-0.16228662,0.49790365,0.04591051,0.16210103,-0.034624383,0.032947183,0.26041198
032500,0.03787401,-0.3335965,0.26065332,0.19615923,-0.21292053,-0.03560976,0.35331908,-0.4832086,0.13438934,-0.19534947,0.5233763,-0.018371865,-0.000654197,-0.038036942,0.05929108,0.20121452
032580,0.23598947,0.13268803,-0.20432615,-0.25244987,0.18734358,-0.021479864,-0.4907502,-0.06413132,-0.3420644,0.10367961,-0.48418716,-0.11821379,-0.06871242,-0.2541175,-0.064788125,-0.30174723
032640,-0.065643795,-0.23885933,0.24095012,0.1492374,-0.16836525,-0.01680394,0.50161624,-0.33143377,0.27713916,-0.15140279,0.48453954,-0.088321775,-0.019726045,0.109393045,-0.011339879,0.33677763
032750,0.20704444,0.1694271,-0.19276913,-0.20134428,0.13964081,-0.04842449,-0.51599425,-0.05359049,-0.34525073,0.13017751,-0.50511825,-0.058053162,-0.086117096,-0.26258516,0.01814026,-0.29733154
032790,-0.10190507,0.2531156,-0.23656553,0.14320013,-0.08245345,-0.12861693,-0.039812446,0.06902021,-0.22900148,0.30491844,-0.34766996,0.4315504,-0.28259093,0.31488448,0.40191457,-0.16222307
032800,0.31945318,0.24142535,-0.16116041,-0.4441602,-0.15699525,-0.3286196,0.30442318,0.14778388,-0.16286208,0.027253766,-0.046485063,-0.4089789,-0.28118876,-0.0010637033,-0.285298,-0.110027455
032820,0.059527095,-0.19281977,0.27426353,0.03620454,-0.22507252,-0.06740394,0.47610635,-0.30128503,0.23000628,-0.20119224,0.5157234,-0.23150888,0.0056707314,-0.08305228,-0.11749379,0.27642745
032830,-0.12999861,-0.22560196,0.28886506,0.16051318,-0.25895658,-0.087011285,0.52623755,-0.2766604,0.2482011,-0.06824597,0.4886523,-0.08188905,-0.050830867,-0.012217635,-0.008753327,0.28344727
032940,0.18770099,-0.0052775554,0.09731081,-0.06929644,-0.3838731,-0.3000597,0.5466988,-0.2544537,-0.023113485,-0.07995249,0.49516785,-0.18161367,-0.1916191,-0.03973347,-0.104527414,0.12298186
