prdy_ctrt,price_change_1,price_change_5,price_change_10,price_vs_ma5,price_vs_ma20,tr_amount_change,spread,spread_pct,buy_pressure,buy_strength,volatility_5,volatility_10,momentum_5,momentum_10,RSI_3,SMA_3,SMA_5,Disparity_5,ATR_3,Vol_Ratio,stock_code,gcn_emb_0,gcn_emb_1,gcn_emb_2,gcn_emb_3,gcn_emb_4,gcn_emb_5,gcn_emb_6,gcn_emb_7,gcn_emb_8,gcn_emb_9,gcn_emb_10,gcn_emb_11,gcn_emb_12,gcn_emb_13,gcn_emb_14,gcn_emb_15,sentiment_score,ai_score
0.75,0.0,0.0,-0.0018552875695733162,-0.0009285051067779149,-0.0008357321942611504,1.1864892789814618e-05,0.0018587360594792086,0.18587360594792085,0.5078183437221501,0.621689276485286,0.0011366548835065504,0.0009584002949699799,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,017670,-0.046363823,0.4180114,-0.015754757,-0.43444318,-0.023855504,0.1449394,0.299745,-0.026992626,0.4405165,-0.006178951,0.11342068,-0.13490735,-0.18853177,-0.30813068,0.4028857,-0.06334626,0.4603,67.04
8.91,0.002049180327868827,0.002049180327868827,0.0010235414534287557,0.0012285012285011782,0.0005626886285743285,4.89775927503544e-06,0.002044989775051041,0.20449897750510407,0.3799234833301585,0.4479639000239978,0.001167890652531787,0.0010184954674829876,500.0,250.0,82.12290502793296,226000.0,223600.0,1.0353309481216413,10870.37037037037,0.7984975226261014,028260,-0.323995,0.44219515,-0.06600028,-0.34727183,0.0072227493,0.08230236,0.25998148,-0.021148043,0.38896674,0.19807188,-0.03354451,-0.053015098,-0.19777133,-0.35279313,0.37514418,-0.030008102,0.2569,64.81
0.26,-0.0003208213025345241,0.0,0.0,-6.41807329439661e-05,-0.00012835322808367805,0.0002155085335362461,0.0006418485237483541,0.06418485237483541,0.6122336920704895,0.3597728631199284,0.0002268913219469537,0.00021391518978809845,0.0,0.0,88.48210612916495,148300.0,147760.0,1.0381700054141783,5985.185185185185,0.6216730196017571,032830,0.240104,0.3491356,0.018962637,-0.45786408,0.105218776,0.21908273,0.36006916,-0.106055066,0.18393718,-0.12299706,0.35521612,-0.36876115,-0.0399953,-0.20775868,0.23308384,0.016550053,0.523,66.03
-0.28,0.0006930006930006005,0.0006930006930006005,0.0006930006930006005,0.0005543237250553939,0.0005889893635449821,9.020610816889985e-05,0.0006925207756232207,0.06925207756232207,0.32113639744114064,0.36325340246234256,0.0003099193316007563,0.0005111818342961677,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,033780,-0.24115098,0.4216334,-0.09298979,-0.3871359,0.11905684,0.19003886,0.23754762,-0.124613814,0.44018385,0.14631604,-0.032420047,-0.11051176,-0.19822964,-0.28260946,0.36693934,0.032584134,0.0,69.38
4.4,0.0,0.0,-0.0012755102040816757,-0.0005105948429920207,-0.0007019335077530851,-0.0019843821773082304,0.001277139208173528,0.1277139208173528,0.25279563576237496,0.609658839166932,0.0009024979649616947,0.0009416938280012841,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,034020,-0.32722276,0.46114263,-0.116622895,-0.30437237,-0.19125861,0.0029940386,0.3036405,0.1054348,0.29342374,0.23326483,0.008359017,-0.006822937,-0.13558917,-0.33477893,0.33913139,-0.21915445,0.677,68.79
1.23,-0.0010152284263958977,-0.0010152284263958977,0.0,-0.0006093845216331257,-0.0006093845216331257,0.0,0.0020325203252031694,0.20325203252031693,0.4707087000736072,0.507286720156989,0.0008497710350937121,0.0006771629153981478,-250.0,0.0,17.849898580121717,255166.66666666666,257000.0,0.9785992217898795,11444.444444444443,1.2367058163672768,035420,0.13010687,0.35719314,-0.0030476174,-0.48893085,0.050333902,0.22333619,0.29372764,-0.06533013,0.4479039,-0.14748298,0.13238269,-0.19215235,-0.1488316,-0.20297813,0.36447823,0.021305034,0.6628,31.63
-0.54,0.0,0.0009049773755656076,0.0,0.0009049773755654471,0.0006785795068987688,0.0001348902803679497,0.0018083182640141397,0.18083182640141396,0.5207300939523913,0.4410717051255365,0.0007573544103928914,0.0010449788041896858,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,047050,-0.20430909,0.35793674,0.07438121,-0.1405002,-0.28127944,-0.14511207,0.020807141,0.16153164,0.23113725,0.3301278,-0.15078847,-0.17567588,-0.22383623,-0.40491056,0.35173732,-0.35267955,0.0817,77.64
2.02,0.0013210039630118242,0.0,0.0,0.0005279831045406408,0.000461954728436601,1.3034106921994137e-05,0.0013192612137202819,0.1319261213720282,0.4301873758739053,0.6135527049634056,0.001320132645882529,0.0010778838386961628,0.0,0.0,77.76876267748477,372333.3333333333,374500.0,1.0560747663551373,23166.666666666668,1.334664571709316,051910,-0.6199531,0.3311745,-0.14900813,-0.09673931,0.07110507,0.08035625,0.116245545,-0.08782633,0.23657924,0.43364048,-0.16049862,0.07418382,-0.19463144,-0.26938185,0.23654824,0.0005947174,0.1867,33.14
-1.23,0.001245330012453305,0.001245330012453305,0.001245330012453305,0.000996015936254856,0.0008714054525082944,-2.2243298755775243e-05,0.0012437810945272086,0.12437810945272086,0.604534085296786,0.44321269427212084,0.0005569285124532488,0.0007065734517322351,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,055550,0.19561203,0.3299315,0.039172966,-0.4798898,0.09183464,0.22517571,0.30399427,-0.09503314,0.39798895,-0.17330475,0.20318784,-0.22130258,-0.14260554,-0.21088295,0.3336986,0.07495518,0.8716,67.22
3.48,0.0,0.0011415525114155667,0.0011415525114155667,0.0005704506560182219,0.0011415525114154598,3.6951909363480695e-06,0.0005701254275940382,0.05701254275940382,0.3040920716108643,0.5619094367404746,0.0006506851191679339,0.0005895092785120652,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,064350,-0.1378989,0.3274822,-0.15783432,-0.47730732,0.20615877,0.3347682,0.38126478,-0.1412331,0.35190025,0.006343128,0.2342752,-0.03371625,0.11325759,-0.16727594,0.22571942,0.17167139,0.3647,35.38
2.64,0.0011185682326622093,0.0,0.0,0.000447127207690538,0.0003912144414016217,-1.6004200368624488e-05,0.0011173184357540652,0.11173184357540651,0.29619773074957034,0.5036170453258146,0.0007905053866987363,0.0009127969670924802,0.0,0.0,42.85714285714285,84866.66666666667,85660.0,0.9969647443380691,2677.777777777778,0.9177602531397159,066570,0.28507528,0.051253714,0.23892501,-0.120000556,-0.12957184,0.00061345607,-0.051868137,0.13109049,0.39465797,-0.28194138,-0.36232632,-0.058264036,-0.5912347,0.027882563,0.2856183,-0.07823757,0.0813,73.64
-0.54,-0.0005455537370431252,0.0,0.0,-0.00021829294913773092,-0.0001910115425546325,6.888107564795298e-05,0.0005458515283842496,0.054585152838424966,0.763181330349425,0.3193261924378287,0.0005457026367763327,0.0004455643404482503,0.0,0.0,57.17171717171716,183266.66666666666,184800.0,1.0021645021644967,6300.0,0.4053985554517043,068270,0.45130265,0.12767687,0.22168586,-0.31829154,-0.19609383,0.035769433,0.1256678,0.11323134,0.3053204,-0.39970666,0.1574739,-0.2706284,-0.30750614,-0.16182527,0.2796684,-0.106013566,0.4674,34.89
1.11,0.0,0.0,0.0006082725060827521,0.00024322023592361405,0.0003344583295326501,1.7603625898754416e-05,0.000607902735562273,0.0607902735562273,0.8337662337631401,0.48989525569902037,0.0004299828921638381,0.00044870037384808553,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,071050,-0.09178802,0.43304273,-0.10172147,-0.48671722,0.019814435,0.19778678,0.303896,-0.06277272,0.436288,0.028712042,0.054258388,-0.11012751,-0.12604943,-0.24879982,0.36823997,-0.036992315,0.1467,70.56
-1.23,0.0,0.0,0.0,0.0,-5.202642942614307e-05,1.3608493805383759e-05,0.0010405827263266347,0.10405827263266347,0.6744378992779082,0.5160168718647309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,086790,0.26640987,0.28217006,0.055177983,-0.45535687,0.14184628,0.24782586,0.2911585,-0.13755484,0.37605882,-0.22255391,0.23151873,-0.24944377,-0.12705135,-0.16381052,0.29350257,0.13373594,0.6453,67.68
0.0,0.0007581501137225999,0.0,0.0007581501137225999,0.0006064281382655695,0.0004926668435213936,7.788707931277727e-06,0.0007575757575757001,0.07575757575757001,0.37701660971121587,0.4953645250891038,0.0005358900440918467,0.0005592220162398923,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,105560,0.10232215,0.38370037,-0.015823735,-0.49561182,0.034172036,0.2086829,0.3187999,-0.05635196,0.43664083,-0.11232914,0.13686809,-0.17495126,-0.13794996,-0.21174775,0.36100826,0.009452298,0.3043,66.92
0.91,0.0,0.0,0.0009033423667570428,0.0,0.0002708314525593328,8.507871720175864e-05,0.000902527075812193,0.0902527075812193,0.417879948913898,0.4971020353140624,0.0,0.0002856619385879365,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,138040,-0.1534634,0.48638654,-0.10810225,-0.40544185,-0.11939177,0.047488946,0.33411685,0.030633962,0.102062404,0.1997642,0.21396603,-0.2729989,-0.038482156,-0.36145136,0.263896,-0.24964854,0.2041,29.89
0.0,0.000604960677555999,0.0,0.0,0.00024189646831156118,0.0001511715797430074,2.631697966681834e-05,0.0006045949214026566,0.060459492140265664,0.7715996578239025,0.3808420765766714,0.0006047778050093447,0.0004937990145263524,0.0,0.0,71.53733528550512,1687333.3333333333,1500800.0,1.0967484008528778,162074.07407407407,0.24815351025697818,207940,-0.1370762,0.21303716,-0.07197277,-0.41817284,0.24039909,0.3817046,0.26986694,-0.15166992,0.45504013,-0.11392744,0.10064755,-0.031596992,-0.11116724,-0.17135485,0.27544418,0.3281695,0.3862,60.0
5.12,0.0012195121951219523,0.0012195121951219523,0.0012195121951219523,0.0009753718605218121,0.0008533463367060727,5.424716558555254e-05,0.0012180267965895102,0.12180267965895102,0.29440024020373157,0.4664327858392071,0.0005453824335365423,0.0003856436170937028,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,267260,0.14988393,0.2889671,-0.011134626,-0.45864075,0.3139794,0.31691706,0.30544403,-0.2201421,0.33983284,-0.12542056,0.16247825,-0.23198137,-0.101328224,-0.12508489,0.25579295,0.2000116,0.8226,70.42
-0.68,0.0,0.0,0.0,0.0,-6.848845969435384e-05,6.541979289620414e-06,0.001369863013694877,0.1369863013694877,0.23120575939142565,0.3346354166644881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310200,-0.31542525,-0.02075203,0.09340531,0.30652118,-0.27219823,-0.306368,-0.29107642,0.23883885,-0.23082687,0.36915752,-0.31096667,-0.109455034,-0.22070497,-0.18452534,-0.02033785,-0.32597694,0.1255,68.17
-0.23,-0.002277904328018221,0.0,0.0,-0.0018231540565169448,-0.0011402508551876212,8.545683570782003e-06,0.0022831050228300075,0.22831050228300076,0.44386585099098635,0.40582800284251613,0.0016125609495020166,0.0015203370432926777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323410,-0.25350857,0.41532853,-0.12559433,-0.3893261,0.22914596,0.23156823,0.2508893,-0.20939027,0.38643283,0.1811418,-0.0041196547,-0.13171947,-0.13899595,-0.25125402,0.30966422,0.07152135,0.7513,68.29
